Site: Coral_d18O 	: Aus_03	: slope    : -0.312105313974	: intercept: -4.9403839942	: correl.  : -0.612022313836	: p_value  : 7.53381208591e-13	: var(proxy)/var(resid): 1.59890331256  : SNR  : 0.773888
Site: Coral_d18O 	: Aus_12	: slope    : -0.0836192430378	: intercept: -4.67883051627	: correl.  : -0.242998282406	: p_value  : 0.00699837713343	: var(proxy)/var(resid): 1.06275365334  : SNR  : 0.250507
Site: Coral_d18O 	: Aus_14	: slope    : -0.255272280269	: intercept: -4.24436819722	: correl.  : -0.446374811076	: p_value  : 8.09973417847e-07	: var(proxy)/var(resid): 1.24882995867  : SNR  : 0.498829
Site: Coral_d18O 	: Aus_16	: slope    : -0.175604510105	: intercept: -4.37414057407	: correl.  : -0.329246703269	: p_value  : 0.00028927804146	: var(proxy)/var(resid): 1.12158344995  : SNR  : 0.348688
Site: Coral_d18O 	: Aus_21	: slope    : -0.0921308733807	: intercept: -3.89362558832	: correl.  : -0.397119172331	: p_value  : 1.21636368171e-05	: var(proxy)/var(resid): 1.18723058055  : SNR  : 0.432701
Site: Coral_d18O 	: Aus_22	: slope    : 0.0305708159099	: intercept: 0.0668120283428	: correl.  : 0.070102013297	: p_value  : 0.442917685117	: var(proxy)/var(resid): 1.0049385618   : SNR  : 0.0702749
Site: Coral_d18O 	: Aus_23	: slope    : -0.337434113957	: intercept: -5.19704103411	: correl.  : -0.329212420252	: p_value  : 0.00044509952337	: var(proxy)/var(resid): 1.12155505376  : SNR  : 0.348647
Site: Coral_d18O 	: Aus_24	: slope    : -0.147873875025	: intercept: -4.27216536091	: correl.  : -0.306301513509	: p_value  : 0.000633492501714	: var(proxy)/var(resid): 1.1035342659   : SNR  : 0.321767
Site: Coral_d18O 	: Aus_27	: slope    : -0.125280989446	: intercept: -4.87788144204	: correl.  : -0.200515979189	: p_value  : 0.0365643442302	: var(proxy)/var(resid): 1.04189095313  : SNR  : 0.204673
Site: Coral_d18O 	: Aus_28	: slope    : -0.111835832259	: intercept: -4.44952835436	: correl.  : -0.334288277221	: p_value  : 0.000260911483772	: var(proxy)/var(resid): 1.12580746719  : SNR  : 0.354693
Site: Tree ring_Width 	: Asi_192	: slope    : -0.0100879165626	: intercept: 1.12697710454	: correl.  : -0.0248648588383	: p_value  : 0.781407671785	: var(proxy)/var(resid): 1.00061864369  : SNR  : 0.0248725
Site: Tree ring_Width 	: Asi_193	: slope    : -0.0192155347193	: intercept: 1.10490124806	: correl.  : -0.0528282295141	: p_value  : 0.555278045636	: var(proxy)/var(resid): 1.00279863232  : SNR  : 0.0529021
Site: Tree ring_Width 	: Asi_194	: slope    : -0.034036178039	: intercept: 0.96692472601	: correl.  : -0.0742453471441	: p_value  : 0.408669508437	: var(proxy)/var(resid): 1.00554292624  : SNR  : 0.0744508
Site: Tree ring_Width 	: Asi_195	: slope    : 0.0289439794712	: intercept: 1.08930391864	: correl.  : 0.0604854347395	: p_value  : 0.522643262011	: var(proxy)/var(resid): 1.0036719215   : SNR  : 0.0605964
Site: Tree ring_Width 	: Asi_196	: slope    : 0.00817110644353	: intercept: 1.03127147984	: correl.  : 0.0192047769436	: p_value  : 0.839283687584	: var(proxy)/var(resid): 1.00036895954  : SNR  : 0.0192083
Site: Tree ring_Width 	: Asi_197	: slope    : -0.0554119614603	: intercept: 0.963393091294	: correl.  : -0.0953660177233	: p_value  : 0.284258552342	: var(proxy)/var(resid): 1.00917814965  : SNR  : 0.0958027
Site: Tree ring_Width 	: Asi_198	: slope    : 0.0234277583968	: intercept: 1.09867764849	: correl.  : 0.0580449134989	: p_value  : 0.516847749014	: var(proxy)/var(resid): 1.00338060195  : SNR  : 0.0581429
Site: Tree ring_Width 	: Asi_199	: slope    : 0.0193795212988	: intercept: 1.05578759191	: correl.  : 0.0317680718689	: p_value  : 0.721856441423	: var(proxy)/var(resid): 1.00101022992  : SNR  : 0.0317841
Site: Tree ring_Width 	: Asi_200	: slope    : -0.0777672180323	: intercept: 1.1496907803	: correl.  : -0.102701653263	: p_value  : 0.246791295087	: var(proxy)/var(resid): 1.01066006803  : SNR  : 0.103248
Site: Tree ring_Width 	: Asi_201	: slope    : -0.103542865395	: intercept: 1.05985244315	: correl.  : -0.242077819065	: p_value  : 0.00571065755736	: var(proxy)/var(resid): 1.06224960109  : SNR  : 0.249499
Site: Tree ring_Width 	: Asi_202	: slope    : 0.0389312356333	: intercept: 1.14084578834	: correl.  : 0.065815895367	: p_value  : 0.492518474713	: var(proxy)/var(resid): 1.00435057762  : SNR  : 0.0659589
Site: Tree ring_Width 	: Asi_203	: slope    : 0.141080165995	: intercept: 1.07030778301	: correl.  : 0.240057708429	: p_value  : 0.0111564966548	: var(proxy)/var(resid): 1.06115173757  : SNR  : 0.247289
Site: Tree ring_Width 	: Asi_204	: slope    : 0.273802996791	: intercept: 1.29710189237	: correl.  : 0.312399196203	: p_value  : 0.000843759860382	: var(proxy)/var(resid): 1.10814774893  : SNR  : 0.328858
Site: Tree ring_Width 	: Asi_205	: slope    : 0.0525200074428	: intercept: 1.1633428019	: correl.  : 0.0945570283972	: p_value  : 0.323565783184	: var(proxy)/var(resid): 1.00902169488  : SNR  : 0.0949826
Site: Tree ring_Width 	: Asi_206	: slope    : 0.167902005781	: intercept: 1.22834817381	: correl.  : 0.177157103239	: p_value  : 0.0454468655652	: var(proxy)/var(resid): 1.03240155019  : SNR  : 0.180004
Site: Tree ring_Width 	: Asi_207	: slope    : 0.421854446919	: intercept: 1.1991461205	: correl.  : 0.357528185928	: p_value  : 3.42665758298e-05	: var(proxy)/var(resid): 1.14656073548  : SNR  : 0.382833
Site: Tree ring_Width 	: Asi_208	: slope    : 0.114704089401	: intercept: 1.00305512623	: correl.  : 0.302499957966	: p_value  : 0.000468686471991	: var(proxy)/var(resid): 1.10072300663  : SNR  : 0.317369
Site: Tree ring_Width 	: Asi_209	: slope    : 0.146571959622	: intercept: 1.0973766423	: correl.  : 0.354259508329	: p_value  : 4.70708098546e-05	: var(proxy)/var(resid): 1.14351031496  : SNR  : 0.378828
Site: Tree ring_Width 	: Asi_210	: slope    : -0.0865388688372	: intercept: 0.908315508236	: correl.  : -0.182106551026	: p_value  : 0.0524787881453	: var(proxy)/var(resid): 1.03430028942  : SNR  : 0.185203
Site: Tree ring_Width 	: Asi_211	: slope    : -0.0772153721431	: intercept: 1.03978315963	: correl.  : -0.141702801475	: p_value  : 0.132607717427	: var(proxy)/var(resid): 1.02049113955  : SNR  : 0.143147
Site: Tree ring_Width 	: Asi_212	: slope    : -0.0408108211275	: intercept: 1.05327062242	: correl.  : -0.0573061065432	: p_value  : 0.544769321517	: var(proxy)/var(resid): 1.00329480997  : SNR  : 0.0574004
Site: Tree ring_Width 	: Asi_213	: slope    : 0.12286493094	: intercept: 1.06374007856	: correl.  : 0.412208741459	: p_value  : 1.33417696318e-06	: var(proxy)/var(resid): 1.20469742347  : SNR  : 0.452435
Site: Tree ring_Width 	: Asi_214	: slope    : -0.0343991479898	: intercept: 0.959444320134	: correl.  : -0.107821443995	: p_value  : 0.229465224541	: var(proxy)/var(resid): 1.01176220487  : SNR  : 0.108454
Site: Tree ring_Width 	: Asi_215	: slope    : 0.119604783977	: intercept: 1.02081453723	: correl.  : 0.182337450394	: p_value  : 0.037863693227	: var(proxy)/var(resid): 1.03439031888  : SNR  : 0.185446
Site: Tree ring_Width 	: Asi_216	: slope    : 0.0746780967957	: intercept: 1.01850252312	: correl.  : 0.111103453812	: p_value  : 0.219269436004	: var(proxy)/var(resid): 1.01249825563  : SNR  : 0.111796
Site: Tree ring_Width 	: Asi_217	: slope    : 0.0547897748112	: intercept: 0.983772691343	: correl.  : 0.137701665893	: p_value  : 0.138728672173	: var(proxy)/var(resid): 1.01932824614  : SNR  : 0.139026
Site: Tree ring_Width 	: Asi_218	: slope    : 0.0838215845776	: intercept: 1.02222686207	: correl.  : 0.174592389138	: p_value  : 0.0620131278938	: var(proxy)/var(resid): 1.03144089964  : SNR  : 0.177316
Site: Tree ring_Width 	: Asi_219	: slope    : 0.0124875853903	: intercept: 0.995591694395	: correl.  : 0.0232989644855	: p_value  : 0.80478623527	: var(proxy)/var(resid): 1.00054313658  : SNR  : 0.0233053
Site: Tree ring_Width 	: Asi_220	: slope    : -0.0960595071112	: intercept: 1.01240377661	: correl.  : -0.126819714732	: p_value  : 0.169319618905	: var(proxy)/var(resid): 1.01634613892  : SNR  : 0.127852
Site: Tree ring_Width 	: Asi_221	: slope    : 0.243443995877	: intercept: 1.00121865982	: correl.  : 0.352973096879	: p_value  : 5.40330507342e-05	: var(proxy)/var(resid): 1.14232189275  : SNR  : 0.377256
Site: Tree ring_Width 	: Asi_222	: slope    : 0.0948962974121	: intercept: 0.995636152214	: correl.  : 0.155612889736	: p_value  : 0.0982763450842	: var(proxy)/var(resid): 1.02481630756  : SNR  : 0.157532
Site: Tree ring_Width 	: Asi_223	: slope    : 0.0585755408555	: intercept: 0.982549171632	: correl.  : 0.0900102709928	: p_value  : 0.340899061708	: var(proxy)/var(resid): 1.00816802499  : SNR  : 0.0903771
Site: Tree ring_Width 	: Asi_224	: slope    : 0.121600003152	: intercept: 1.02564820163	: correl.  : 0.111147183894	: p_value  : 0.228818753921	: var(proxy)/var(resid): 1.01250821923  : SNR  : 0.11184
Site: Tree ring_Width 	: Asi_225	: slope    : 0.00193574916226	: intercept: 1.01679982032	: correl.  : 0.00293237898515	: p_value  : 0.97368948654	: var(proxy)/var(resid): 1.00000859892  : SNR  : 0.00293239
Site: Tree ring_Width 	: Asi_226	: slope    : 0.0136564055001	: intercept: 0.957496869847	: correl.  : 0.018054985979	: p_value  : 0.840961899694	: var(proxy)/var(resid): 1.00032608882  : SNR  : 0.0180579
Site: Tree ring_Width 	: Asi_227	: slope    : 0.0633404928437	: intercept: 1.0347489136	: correl.  : 0.133394526343	: p_value  : 0.133329954858	: var(proxy)/var(resid): 1.01811646586  : SNR  : 0.134597
Site: Tree ring_Width 	: Asi_228	: slope    : -0.0823733013857	: intercept: 0.985322493889	: correl.  : -0.208879199998	: p_value  : 0.0194013818399	: var(proxy)/var(resid): 1.04562098761  : SNR  : 0.213591
Site: Tree ring_Width 	: Asi_229	: slope    : -0.257881254826	: intercept: 0.981517009805	: correl.  : -0.300836083715	: p_value  : 0.000531828278477	: var(proxy)/var(resid): 1.09950806271  : SNR  : 0.315449
Site: Tree ring_Width 	: Aus_01	: slope    : 0.68834659605	: intercept: 15.0021366322	: correl.  : 0.541466445276	: p_value  : 1.19669689528e-10	: var(proxy)/var(resid): 1.41479918988  : SNR  : 0.644049
Site: Tree ring_Width 	: Aus_02	: slope    : 0.836140482857	: intercept: 15.2723675658	: correl.  : 0.434341342621	: p_value  : 5.77914123162e-07	: var(proxy)/var(resid): 1.23251736044  : SNR  : 0.482201
Site: Tree ring_Width 	: Aus_04	: slope    : 1.84978496872	: intercept: 0.636950374721	: correl.  : 0.490876397958	: p_value  : 2.94403694843e-08	: var(proxy)/var(resid): 1.31745299744  : SNR  : 0.56343
Site: Tree ring_Width 	: Aus_05	: slope    : 1.0132572986	: intercept: 1.07055942478	: correl.  : 0.5297032896	: p_value  : 4.17554822181e-10	: var(proxy)/var(resid): 1.39001938975  : SNR  : 0.624515
Site: Tree ring_Width 	: Aus_06	: slope    : -0.71016006474	: intercept: -0.563794188678	: correl.  : -0.401225827208	: p_value  : 1.68201260211e-05	: var(proxy)/var(resid): 1.19186977629  : SNR  : 0.438029
Site: Tree ring_Width 	: Aus_07	: slope    : 1.0247244617	: intercept: 0.0606212506347	: correl.  : 0.342230250494	: p_value  : 0.000207102386689	: var(proxy)/var(resid): 1.13265874097  : SNR  : 0.364223
Site: Tree ring_Width 	: Aus_08	: slope    : 0.358486955057	: intercept: 0.0513980673494	: correl.  : 0.261527033688	: p_value  : 0.00494395662344	: var(proxy)/var(resid): 1.07341790926  : SNR  : 0.270957
Site: Tree ring_Width 	: Aus_09	: slope    : 1.52858534871	: intercept: 0.597303155345	: correl.  : 0.482616452485	: p_value  : 3.12313386528e-08	: var(proxy)/var(resid): 1.30364268045  : SNR  : 0.551038
Site: Tree ring_Width 	: Aus_10	: slope    : 1.10865100997	: intercept: 1.2556583082	: correl.  : 0.528243232385	: p_value  : 1.10005001603e-09	: var(proxy)/var(resid): 1.38704125854  : SNR  : 0.622126
Site: Tree ring_Width 	: Aus_11	: slope    : -0.140207185568	: intercept: -0.0420254924833	: correl.  : -0.0568932662473	: p_value  : 0.533651282416	: var(proxy)/var(resid): 1.00324735492  : SNR  : 0.0569856
Site: Tree ring_Width 	: Aus_13	: slope    : -0.0713981244754	: intercept: 0.050255927987	: correl.  : -0.0332233862339	: p_value  : 0.73042183612	: var(proxy)/var(resid): 1.0011050131   : SNR  : 0.0332417
Site: Tree ring_Width 	: Aus_15	: slope    : 0.933238410976	: intercept: 0.842388308481	: correl.  : 0.438754600805	: p_value  : 1.16803854598e-06	: var(proxy)/var(resid): 1.23839868074  : SNR  : 0.488261
Site: Tree ring_Width 	: Aus_20	: slope    : -0.135419565992	: intercept: -0.160690357109	: correl.  : -0.0810218253336	: p_value  : 0.395751957193	: var(proxy)/var(resid): 1.00660791407  : SNR  : 0.0812891
Site: Tree ring_Width 	: Aus_25	: slope    : -0.15055650521	: intercept: 0.0379257155019	: correl.  : -0.0554252554451	: p_value  : 0.545967468223	: var(proxy)/var(resid): 1.00308142495  : SNR  : 0.0555106
Site: Tree ring_Width 	: Eur_04	: slope    : 0.461545860037	: intercept: -0.561074030574	: correl.  : 0.301338871536	: p_value  : 0.000446136010147	: var(proxy)/var(resid): 1.09987420414  : SNR  : 0.316029
Site: Tree ring_Width 	: Eur_05	: slope    : 0.330616263418	: intercept: 0.502485891325	: correl.  : 0.192672771604	: p_value  : 0.030657712231	: var(proxy)/var(resid): 1.03855403036  : SNR  : 0.196352
Site: Tree ring_Width 	: Eur_06	: slope    : 0.623036835041	: intercept: -0.128203642458	: correl.  : 0.378396341861	: p_value  : 1.46945909208e-05	: var(proxy)/var(resid): 1.16711144131  : SNR  : 0.408793
Site: Tree ring_Width 	: Eur_08	: slope    : 0.180325149324	: intercept: 1.13476305327	: correl.  : 0.404688013278	: p_value  : 2.15939114887e-06	: var(proxy)/var(resid): 1.19584666394  : SNR  : 0.442546
Site: Tree ring_Width 	: Eur_10	: slope    : -0.000687000688036	: intercept: 0.998260989874	: correl.  : -0.0029521047605	: p_value  : 0.973512562794	: var(proxy)/var(resid): 1.000008715    : SNR  : 0.00295212
Site: Tree ring_Width 	: NAm-TR_001	: slope    : 0.214043112432	: intercept: 0.227428689801	: correl.  : 0.247425680703	: p_value  : 0.00983218511523	: var(proxy)/var(resid): 1.06521169256  : SNR  : 0.255366
Site: Tree ring_Width 	: NAm-TR_002	: slope    : 0.278221843672	: intercept: -0.195289782338	: correl.  : 0.359329970969	: p_value  : 0.000133890735205	: var(proxy)/var(resid): 1.14826122505  : SNR  : 0.385047
Site: Tree ring_Width 	: NAm-TR_003	: slope    : 0.496038998057	: intercept: 0.182488686005	: correl.  : 0.481948234691	: p_value  : 1.28461699456e-07	: var(proxy)/var(resid): 1.30254821571  : SNR  : 0.550044
Site: Tree ring_Width 	: NAm-TR_004	: slope    : 81.2205571482	: intercept: 1027.19152486	: correl.  : 0.210781636103	: p_value  : 0.0343623157452	: var(proxy)/var(resid): 1.04649460206  : SNR  : 0.215626
Site: Tree ring_Width 	: NAm-TR_005	: slope    : -25.5943339423	: intercept: 977.027404472	: correl.  : -0.0453737113532	: p_value  : 0.652309323815	: var(proxy)/var(resid): 1.00206302098  : SNR  : 0.0454205
Site: Tree ring_Width 	: NAm-TR_006	: slope    : -232.110115428	: intercept: 968.193437415	: correl.  : -0.32877397598	: p_value  : 0.000788390494661	: var(proxy)/var(resid): 1.12119228322  : SNR  : 0.348127
Site: Tree ring_Width 	: NAm-TR_007	: slope    : -0.0610876969369	: intercept: 0.0562381915514	: correl.  : -0.0316791208637	: p_value  : 0.744825430797	: var(proxy)/var(resid): 1.00100457486  : SNR  : 0.031695
Site: Tree ring_Width 	: NAm-TR_008	: slope    : -42.3605207346	: intercept: 976.915407858	: correl.  : -0.0667802933151	: p_value  : 0.506996865207	: var(proxy)/var(resid): 1.00447958477  : SNR  : 0.0669297
Site: Tree ring_Width 	: NAm-TR_009	: slope    : 27.735498204	: intercept: 1035.70232554	: correl.  : 0.0612243558368	: p_value  : 0.543048627976	: var(proxy)/var(resid): 1.00376252528  : SNR  : 0.0613394
Site: Tree ring_Width 	: NAm-TR_010	: slope    : 39.3185811926	: intercept: 1024.00623659	: correl.  : 0.0854067977867	: p_value  : 0.395771724458	: var(proxy)/var(resid): 1.00734791919  : SNR  : 0.08572
Site: Tree ring_Width 	: NAm-TR_011	: slope    : 42.5533697551	: intercept: 1036.08077058	: correl.  : 0.0930479760438	: p_value  : 0.354710703	: var(proxy)/var(resid): 1.00873354019  : SNR  : 0.0934534
Site: Tree ring_Width 	: NAm-TR_012	: slope    : -0.535922402638	: intercept: 972.710662691	: correl.  : -0.00170782418293	: p_value  : 0.986476669708	: var(proxy)/var(resid): 1.00000291667  : SNR  : 0.00170783
Site: Tree ring_Width 	: NAm-TR_013	: slope    : 0.497686036608	: intercept: 1.03645281244	: correl.  : 0.19538821392	: p_value  : 0.042715381717	: var(proxy)/var(resid): 1.03969185229  : SNR  : 0.199228
Site: Tree ring_Width 	: NAm-TR_014	: slope    : 0.758147461979	: intercept: 0.952418081642	: correl.  : 0.29443038599	: p_value  : 0.00198096029218	: var(proxy)/var(resid): 1.09491758682  : SNR  : 0.308087
Site: Tree ring_Width 	: NAm-TR_015	: slope    : 0.370481075381	: intercept: 1.40620813402	: correl.  : 0.217087575453	: p_value  : 0.024022242781	: var(proxy)/var(resid): 1.04945781461  : SNR  : 0.222391
Site: Tree ring_Width 	: NAm-TR_016	: slope    : 0.11162876159	: intercept: 0.621786027168	: correl.  : 0.0456005452061	: p_value  : 0.639338172235	: var(proxy)/var(resid): 1.00208374268  : SNR  : 0.045648
Site: Tree ring_Width 	: NAm-TR_017	: slope    : 0.182022075816	: intercept: -0.020085357077	: correl.  : 0.0901826100272	: p_value  : 0.353307569186	: var(proxy)/var(resid): 1.00819958962  : SNR  : 0.0905516
Site: Tree ring_Width 	: NAm-TR_018	: slope    : 104.154974504	: intercept: 1278.04169118	: correl.  : 0.194877339573	: p_value  : 0.0508336313073	: var(proxy)/var(resid): 1.03947637893  : SNR  : 0.198687
Site: Tree ring_Width 	: NAm-TR_019	: slope    : 0.404142747508	: intercept: 1.58842430956	: correl.  : 0.201880400315	: p_value  : 0.0361519585157	: var(proxy)/var(resid): 1.04248729532  : SNR  : 0.206124
Site: Tree ring_Width 	: NAm-TR_020	: slope    : 0.172046083604	: intercept: 1.06359624792	: correl.  : 0.0901088581319	: p_value  : 0.353703003606	: var(proxy)/var(resid): 1.00818607401  : SNR  : 0.0904769
Site: Tree ring_Width 	: NAm-TR_021	: slope    : -0.00803724829638	: intercept: 0.118623196849	: correl.  : -0.00531493642048	: p_value  : 0.956463431571	: var(proxy)/var(resid): 1.00002824935  : SNR  : 0.00531501
Site: Tree ring_Width 	: NAm-TR_022	: slope    : -0.0578515103673	: intercept: 0.0419176016836	: correl.  : -0.0370178609009	: p_value  : 0.703682016833	: var(proxy)/var(resid): 1.00137220238  : SNR  : 0.0370433
Site: Tree ring_Width 	: NAm-TR_023	: slope    : 0.0696384192889	: intercept: 0.154461119692	: correl.  : 0.0349037470644	: p_value  : 0.719880211482	: var(proxy)/var(resid): 1.00121975756  : SNR  : 0.034925
Site: Tree ring_Width 	: NAm-TR_024	: slope    : 0.879836041625	: intercept: 0.630456846103	: correl.  : 0.401247134217	: p_value  : 1.68011605705e-05	: var(proxy)/var(resid): 1.19189406584  : SNR  : 0.438057
Site: Tree ring_Width 	: NAm-TR_025	: slope    : 0.481282318851	: intercept: -0.0219092564722	: correl.  : 0.220444597411	: p_value  : 0.0218739663317	: var(proxy)/var(resid): 1.05107799774  : SNR  : 0.226004
Site: Tree ring_Width 	: NAm-TR_026	: slope    : 0.292726624053	: intercept: 0.0548757926572	: correl.  : 0.16505461086	: p_value  : 0.0878094976568	: var(proxy)/var(resid): 1.02800599251  : SNR  : 0.16735
Site: Tree ring_Width 	: NAm-TR_027	: slope    : -0.139861526044	: intercept: 1.03566196083	: correl.  : -0.0710232240113	: p_value  : 0.465127679224	: var(proxy)/var(resid): 1.0050698723   : SNR  : 0.071203
Site: Tree ring_Width 	: NAm-TR_028	: slope    : 0.286217156037	: intercept: 0.537392575176	: correl.  : 0.171583116934	: p_value  : 0.0758008549924	: var(proxy)/var(resid): 1.03033381682  : SNR  : 0.174166
Site: Tree ring_Width 	: NAm-TR_029	: slope    : 0.404213738396	: intercept: 0.73248134646	: correl.  : 0.20075633016	: p_value  : 0.0372235387817	: var(proxy)/var(resid): 1.04199565954  : SNR  : 0.204928
Site: Tree ring_Width 	: NAm-TR_030	: slope    : 0.222422857844	: intercept: 0.648756727595	: correl.  : 0.104942979894	: p_value  : 0.279742992575	: var(proxy)/var(resid): 1.01113566645  : SNR  : 0.105526
Site: Tree ring_Width 	: NAm-TR_031	: slope    : -0.00265836502909	: intercept: 0.674561109261	: correl.  : -0.00138153304195	: p_value  : 0.988678195833	: var(proxy)/var(resid): 1.00000190864  : SNR  : 0.00138153
Site: Tree ring_Width 	: NAm-TR_032	: slope    : 0.763498325496	: intercept: 0.204905478447	: correl.  : 0.332122532093	: p_value  : 0.000445442693575	: var(proxy)/var(resid): 1.12398116543  : SNR  : 0.35211
Site: Tree ring_Width 	: NAm-TR_033	: slope    : -0.195311393075	: intercept: -0.0732718179555	: correl.  : -0.175494587585	: p_value  : 0.0692634004584	: var(proxy)/var(resid): 1.03177703038  : SNR  : 0.178261
Site: Tree ring_Width 	: NAm-TR_034	: slope    : 81.7682178022	: intercept: 997.189691099	: correl.  : 0.331205837752	: p_value  : 0.000716559247273	: var(proxy)/var(resid): 1.12321349561  : SNR  : 0.351018
Site: Tree ring_Width 	: NAm-TR_035	: slope    : -32.1375180488	: intercept: 983.48912339	: correl.  : -0.0942674167466	: p_value  : 0.348412103673	: var(proxy)/var(resid): 1.00896602102  : SNR  : 0.0946891
Site: Tree ring_Width 	: NAm-TR_036	: slope    : 0.0167948092529	: intercept: 0.237546375368	: correl.  : 0.0260890713169	: p_value  : 0.788686743602	: var(proxy)/var(resid): 1.00068110323  : SNR  : 0.026098
Site: Tree ring_Width 	: NAm-TR_037	: slope    : -0.0245358645771	: intercept: 0.0119109480134	: correl.  : -0.0225605149259	: p_value  : 0.816726701828	: var(proxy)/var(resid): 1.00050923602  : SNR  : 0.0225663
Site: Tree ring_Width 	: NAm-TR_038	: slope    : -47.2326838244	: intercept: 995.435041127	: correl.  : -0.160632904421	: p_value  : 0.108563026811	: var(proxy)/var(resid): 1.02648635556  : SNR  : 0.162746
Site: Tree ring_Width 	: NAm-TR_040	: slope    : 0.75794743337	: intercept: 0.0665903022505	: correl.  : 0.473319923986	: p_value  : 2.30072180961e-07	: var(proxy)/var(resid): 1.28871252216  : SNR  : 0.53732
Site: Tree ring_Width 	: NAm-TR_041	: slope    : 0.131023433356	: intercept: 0.158888253034	: correl.  : 0.0823568992308	: p_value  : 0.396794723969	: var(proxy)/var(resid): 1.00682897748  : SNR  : 0.0826376
Site: Tree ring_Width 	: NAm-TR_042	: slope    : 0.253261603866	: intercept: 0.446742164905	: correl.  : 0.179098086524	: p_value  : 0.0636520028065	: var(proxy)/var(resid): 1.03313909845  : SNR  : 0.182041
Site: Tree ring_Width 	: NAm-TR_043	: slope    : 0.191526645515	: intercept: 0.612720730454	: correl.  : 0.152121179013	: p_value  : 0.116030420843	: var(proxy)/var(resid): 1.02368903764  : SNR  : 0.153912
Site: Tree ring_Width 	: NAm-TR_044	: slope    : 0.159004854394	: intercept: 0.447406993063	: correl.  : 0.105797785292	: p_value  : 0.27582292856	: var(proxy)/var(resid): 1.01131987669  : SNR  : 0.106395
Site: Tree ring_Width 	: NAm-TR_045	: slope    : 0.0720205316561	: intercept: 0.15121913041	: correl.  : 0.0720480258978	: p_value  : 0.458695703846	: var(proxy)/var(resid): 1.00521800427  : SNR  : 0.0722358
Site: Tree ring_Width 	: NAm-TR_046	: slope    : -0.032190639555	: intercept: 0.286396783344	: correl.  : -0.0265100079048	: p_value  : 0.785358925447	: var(proxy)/var(resid): 1.00070327477  : SNR  : 0.0265193
Site: Tree ring_Width 	: NAm-TR_047	: slope    : 0.207110689671	: intercept: 0.146358666339	: correl.  : 0.185114570031	: p_value  : 0.0551118872431	: var(proxy)/var(resid): 1.03548332549  : SNR  : 0.18837
Site: Tree ring_Width 	: NAm-TR_048	: slope    : 0.549989148891	: intercept: 0.598966095043	: correl.  : 0.423388641183	: p_value  : 4.98509703772e-06	: var(proxy)/var(resid): 1.21840959608  : SNR  : 0.467343
Site: Tree ring_Width 	: NAm-TR_049	: slope    : -0.16424576078	: intercept: 0.438707538048	: correl.  : -0.136455974505	: p_value  : 0.159075672578	: var(proxy)/var(resid): 1.01897352442  : SNR  : 0.137744
Site: Tree ring_Width 	: NAm-TR_050	: slope    : -0.344421258856	: intercept: 0.311181356879	: correl.  : -0.261535862156	: p_value  : 0.0062552329188	: var(proxy)/var(resid): 1.07342323008  : SNR  : 0.270967
Site: Tree ring_Width 	: NAm-TR_051	: slope    : -0.0935703642191	: intercept: -0.069080452828	: correl.  : -0.0850711507407	: p_value  : 0.381363761191	: var(proxy)/var(resid): 1.00728985813  : SNR  : 0.0853807
Site: Tree ring_Width 	: NAm-TR_052	: slope    : 36.377489235	: intercept: 1045.29213566	: correl.  : 0.1190208048	: p_value  : 0.235829789607	: var(proxy)/var(resid): 1.01436950976  : SNR  : 0.119873
Site: Tree ring_Width 	: NAm-TR_053	: slope    : 62.5802080243	: intercept: 1250.21844268	: correl.  : 0.150747147999	: p_value  : 0.1323894632	: var(proxy)/var(resid): 1.02325312293  : SNR  : 0.15249
Site: Tree ring_Width 	: NAm-TR_054	: slope    : -10.1705771813	: intercept: 1303.98950886	: correl.  : -0.0248350577201	: p_value  : 0.805279299333	: var(proxy)/var(resid): 1.00061716074  : SNR  : 0.0248427
Site: Tree ring_Width 	: NAm-TR_055	: slope    : 53.918974426	: intercept: 1097.02016087	: correl.  : 0.114138383467	: p_value  : 0.255740159477	: var(proxy)/var(resid): 1.01319952837  : SNR  : 0.114889
Site: Tree ring_Width 	: NAm-TR_056	: slope    : -20.7637228745	: intercept: 1183.91555809	: correl.  : -0.0584646158146	: p_value  : 0.561411882657	: var(proxy)/var(resid): 1.00342983486  : SNR  : 0.0585648
Site: Tree ring_Width 	: NAm-TR_057	: slope    : 63.8721645275	: intercept: 1131.85849854	: correl.  : 0.19199673998	: p_value  : 0.0544221669434	: var(proxy)/var(resid): 1.03827361894  : SNR  : 0.195636
Site: Tree ring_Width 	: NAm-TR_058	: slope    : 0.16414244788	: intercept: 0.294602221272	: correl.  : 0.104715909757	: p_value  : 0.280790560647	: var(proxy)/var(resid): 1.01108699534  : SNR  : 0.105295
Site: Tree ring_Width 	: NAm-TR_059	: slope    : -13.1973751327	: intercept: 949.597887279	: correl.  : -0.0216611096969	: p_value  : 0.829761856678	: var(proxy)/var(resid): 1.00046942393  : SNR  : 0.0216662
Site: Tree ring_Width 	: NAm-TR_060	: slope    : -0.24805568262	: intercept: 0.0180781325643	: correl.  : -0.159835094398	: p_value  : 0.098459555884	: var(proxy)/var(resid): 1.02621703063  : SNR  : 0.161917
Site: Tree ring_Width 	: NAm-TR_061	: slope    : 0.0610258249651	: intercept: 0.417523459005	: correl.  : 0.0417788282064	: p_value  : 0.667694965733	: var(proxy)/var(resid): 1.00174852248  : SNR  : 0.0418153
